char_pos,word_pos,file_line,origin,word_after,word_before,line,mikta,halacha,chapter,masechet_he,amud,daf
1,1,7211,ליידן,"""המוצא",,01,1,001,010,עירובין,א,כו
151,27,7225,ליידן,טפח',לעשרה,01,1,003,010,עירובין,ב,כו
247,45,7250,ליידן,עבד,כגמום,04,1,009,010,עירובין,ג,כו
1,1,7268,ליידן,פיס',,01,1,014,010,עירובין,ד,כו
1,1,7287,ליידן,"""אור",,01,1,001,001,פסחים,א,כז
148,30,7293,ליידן,דרבנין,מיליהון,07,1,001,001,פסחים,ב,כז
17,4,7314,ליידן,פשיטא,שורה,03,2,001,001,פסחים,ג,כז
134,31,7333,ליידן,בשעת,דין,08,1,004,001,פסחים,ד,כז
135,27,7356,ליידן,ומדברי,אליעזר,01,1,007,001,פסחים,א,כח
60,12,7376,ליידן,טמיאה,דתני,21,1,007,001,פסחים,ב,כח
1,1,7388,ליידן,"""כל",,01,1,001,002,פסחים,ג,כח
161,36,7411,ליידן,ואת,אמו,05,2,001,002,פסחים,ד,כח
165,36,7437,ליידן,בלבד,אחד,16,1,002,002,פסחים,א,כט
187,35,7460,ליידן,עליה,להשלים,11,1,004,002,פסחים,ב,כט
80,15,7487,ליידן,מצויירין,סריקין,24,1,005,002,פסחים,ג,כט
1,1,7507,ליידן,"""ואילו",,01,1,001,003,פסחים,ד,כט
53,12,7520,ליידן,קופייא,מיתן,10,2,001,003,פסחים,א,ל
91,18,7545,ליידן,כאן,אידי,13,1,003,003,פסחים,ב,ל
1,1,7567,ליידן,"""מקום",,01,1,001,004,פסחים,ג,ל
58,11,7576,ליידן,באפוקי,עובדא,10,1,001,004,פסחים,ד,ל
175,37,7599,ליידן,לכהן,הדמים,04,3,003,004,פסחים,א,לא
142,28,7623,ליידן,אפי',"עשר""",01,1,006,004,פסחים,ב,לא
22,6,7648,ליידן,לגביה,אתון,04,3,008,004,פסחים,ג,לא
87,17,7653,ליידן,כי,לנו,03,1,001,005,פסחים,ד,לא
25,6,7677,ליידן,לשמו,שלא,08,1,002,005,פסחים,א,לב
41,10,7699,ליידן,ושלא,לשמו,07,1,003,005,פסחים,ב,לב
75,16,7725,ליידן,לשוחט,אמ',17,1,004,005,פסחים,ג,לב
56,13,7747,ליידן,הוא,התמצית,03,1,008,005,פסחים,ד,לב
1,1,7754,ליידן,"""אילו",,01,1,001,006,פסחים,א,לג
45,10,7780,ליידן,ישמעאל,ר',02,2,001,006,פסחים,ב,לג
1,1,7803,ליידן,אמ',,04,2,002,006,פסחים,ג,לג
54,12,7826,ליידן,שלשבת,את,09,2,005,006,פסחים,ד,לג
1,1,7844,ליידן,"""כיצד",,01,1,001,007,פסחים,א,לד
163,32,7860,ליידן,שתקרום,עד,02,1,002,007,פסחים,ב,לד
61,13,7888,ליידן,שלה,עובד,11,1,005,007,פסחים,ג,לד
247,51,7914,ליידן,בגלוי,שהוא,02,1,007,007,פסחים,ד,לד
150,32,7936,ליידן,אמר1,דלא,01,1,008,007,פסחים,א,לה
24,6,7983,ליידן,התנור,בצד,06,1,013,007,פסחים,ג,לה
29,7,7993,ליידן,דאמ',יכול,04,1,001,008,פסחים,ד,לה
1,1,8018,ליידן,ר',,02,1,003,008,פסחים,א,לו
37,9,8041,ליידן,ועד,מיתה,01.1,1,008,008,פסחים,ב,לו
1,1,8060,ליידן,"""מי",,01,1,001,009,פסחים,ג,לו
154,32,8067,ליידן,לו,והודו,08,1,001,009,פסחים,ד,לו
56,11,8090,ליידן,מאן,אסקופה,04,1,005,009,פסחים,א,לז
1,1,8115,ליידן,"""ערב",,01,1,001,010,פסחים,ב,לז
34,7,8126,ליידן,ר',בשם,12,1,001,010,פסחים,ג,לז
80,17,8151,ליידן,אינו,יוחנן,01,1,003,010,פסחים,ד,לז
1,1,8181,ליידן,"""שבעת",,01,1,001,001,יומא,א,לח
38,7,8192,ליידן,לקיחה,ונאמ',12,1,001,001,יומא,ב,לח
18,5,8215,ליידן,המילואים,ימי,34,1,001,001,יומא,ג,לח
1,1,8240,ליידן,עבודתו,,03,3,001,001,יומא,ד,לח
157,34,8263,ליידן,זעורה,ר',01,2,002,001,יומא,א,לט
101,21,8286,ליידן,נותן,אינו,09,2,005,001,יומא,ב,לט
109,21,8299,ליידן,כמאן,אתיא,05,1,001,002,יומא,ג,לט
9,3,8322,ליידן,מה,ב',01,2,001,002,יומא,ד,לט
36,7,8349,ליידן,וזה,לאישים,03,2,003,002,יומא,א,מ
1,1,8369,ליידן,"""אמ'",,01,1,001,003,יומא,ב,מ
105,23,8388,ליידן,מועיל1,מועיל,07,1,003,003,יומא,ג,מ
83,17,8414,ליידן,התשמיש,בשעת,13,1,006,003,יומא,ד,מ
127,28,8443,ליידן,דרגיל,ומאן,12,2,008,003,יומא,א,מא
79,15,8470,ליידן,במקדש'',שהיו,01,3,011,003,יומא,ב,מא
69,13,8481,ליידן,ונתערבו,בהן,09,1,001,004,יומא,ג,מא
1,1,8511,ליידן,בכל,,03,3,004,004,יומא,ד,מא
84,17,8539,ליידן,גבי,על,06,1,006,004,יומא,א,מב
1,1,8546,ליידן,"""הוציאו",,01,1,001,005,יומא,ב,מב
67,14,8568,ליידן,במחתה,וקולטה,02,5,001,005,יומא,ג,מב
232,48,8592,ליידן,"""אשר",ת'ל,12,1,003,005,יומא,ד,מב
6,2,8621,ליידן,כל,"""ואת",04,1,006,005,יומא,א,מג
1,1,8645,ליידן,ר',,08,1,007,005,יומא,ב,מג
112,22,8653,ליידן,עומדין,להיות,07,1,001,006,יומא,ג,מג
56,11,8682,ליידן,האחרונה,ובשנה,14,1,003,006,יומא,ד,מג
179,32,8708,ליידן,תימר,ואפילו,11,1,007,006,יומא,א,מד
12,3,8723,ליידן,''מדלגין,תנינן,06,1,001,007,יומא,ב,מד
158,32,8749,ליידן,לו,היתה,12,1,005,007,יומא,ג,מד
1,1,8759,ליידן,"""יום",,01,1,001,008,יומא,ד,מד
104,23,8792,ליידן,אבטיח,שלבן,02,2,002,008,יומא,א,מה
77,15,8820,ליידן,וחולה,הוא,03,1,005,008,יומא,ב,מה
50,12,8852,ליידן,עד,ממקומו,08,1,009,008,יומא,ג,מה
1,1,8870,ליידן,"""באחד",,01,1,001,001,שקלים,ד,מה
122,22,8890,ליידן,ל,"""העשיר",18,2,001,001,שקלים,א,מו
18,5,8923,ליידן,"הפקודים""",על,04,1,004,001,שקלים,ב,מו
1,1,8948,ליידן,"""מצרפין",,01,1,001,002,שקלים,ג,מו
26,6,8971,ליידן,אילו,באו',05,1,003,002,שקלים,ד,מו
14,4,9005,ליידן,דהכא,אהן,03,5,005,002,שקלים,א,מז
1,1,9025,ליידן,"""בשלשה",,01,1,001,003,שקלים,ב,מז
1,1,9054,ליידן,תאני,,11,1,002,003,שקלים,ג,מז
1,1,9080,ליידן,"""התרומה",,01,1,001,004,שקלים,ד,מז
29,6,9089,ליידן,מה,או',04,2,001,004,שקלים,א,מח
18,3,9123,ליידן,בחולין,פיטמה,05,1,005,004,שקלים,ב,מח
169,35,9152,ליידן,בשם,שמואל,02,1,008,004,שקלים,ג,מח
1,1,9164,ליידן,ר',,07,1,001,005,שקלים,ד,מח
80,16,9191,ליידן,ממעשה,אומ',05,10,001,005,שקלים,א,מט
55,12,9217,ליידן,צריך,דלא,02,1,006,005,שקלים,ב,מט
1,1,9231,ליידן,"""שלשה",,01,1,001,006,שקלים,ג,מט
1,1,9256,ליידן,אין,,18.1,1,002,006,שקלים,ד,מט
99,21,9280,ליידן,היו,שערים,01,1,003,006,שקלים,א,נ
130,27,9308,ליידן,ועליהם,השולחנות,06,1,004,006,שקלים,ב,נ
1,1,9329,ליידן,"""מעות",,01,1,001,007,שקלים,ג,נ
162,35,9353,ליידן,כן,אפי',16,2,003,007,שקלים,ד,נ
1,1,9378,ליידן,"""כל",,01,1,001,008,שקלים,א,נא
10,3,9390,ליידן,היה,שאול,01,2,002,008,שקלים,ב,נא
1,1,9414,ליידן,"""סוכה",,01,1,001,001,סוכה,ג,נא
57,10,9420,ליידן,והשלישית,כהילכתן,07,1,001,001,סוכה,ד,נא
48,11,9447,ליידן,ינאי,ר',34,1,001,001,סוכה,א,נב
253,50,9471,ליידן,הפרוץ,על,62,1,001,001,סוכה,ב,נב
83,18,9500,ליידן,מה,מן,03,1,006,001,סוכה,ג,נב
1,1,9522,ליידן,"""הישן",,01,1,001,002,סוכה,ד,נב
114,23,9536,ליידן,ולבטל,להפכה,04,2,003,002,סוכה,א,נג
46,10,9567,ליידן,לאילו,אילו,06,1,007,002,סוכה,ב,נג
1,1,9579,ליידן,"""לולב",,01,1,001,003,סוכה,ג,נג
68,16,9607,ליידן,אמ',ישמעאל,02,2,004,003,סוכה,ד,נג
1,1,9641,ליידן,מיליהון,,03,2,010,003,סוכה,א,נד
1,1,9664,ליידן,"""לולב",,01,1,001,004,סוכה,ב,נד
144,30,9677,ליידן,טעונה,טעמא,02,2,005,004,סוכה,ג,נד
99,20,9711,ליידן,שכר,נסך,01,2,009,004,סוכה,ד,נד
1,1,9730,ליידן,"""החליל",,01,1,001,005,סוכה,א,נה
140,28,9744,ליידן,כפליים,בה,07,2,001,005,סוכה,ב,נה
153,32,9769,ליידן,תהילות,"""יושב",03,1,004,005,סוכה,ג,נה
116,22,9792,ליידן,מוצהב,נחושת,13,1,005,005,סוכה,ד,נה
1,1,9815,ליידן,"""ארבעה",,01,1,001,001,ראש השנה,א,נו
232,44,9822,ליידן,ארבע,שבשנת,08,1,001,001,ראש השנה,ב,נו
1,1,9853,ליידן,בעון,,39,1,001,001,ראש השנה,ג,נו
113,25,9885,ליידן,הרי,ואמ',71,1,001,001,ראש השנה,ד,נו
30,5,9916,ליידן,ראש,בשבט,03,6,001,001,ראש השנה,א,נז
1,1,9946,ליידן,אמ',,20,1,002,001,ראש השנה,ב,נז
33,7,9981,ליידן,"בקובייא""",המשחק,01,1,008,001,ראש השנה,ג,נז
1,1,10004,ליידן,"""אם",,01,1,001,002,ראש השנה,ד,נז
40,9,10019,ליידן,וש,במתנה,04,2,001,002,ראש השנה,א,נח
51,11,10055,ליידן,בעיבורה,אמ',06,1,007,002,ראש השנה,ב,נח
1,1,10086,ליידן,"""ראוהו",,01,1,001,003,ראש השנה,ג,נח
76,17,10101,ליידן,עורפין,היו,01,2,001,003,ראש השנה,ד,נח
25,7,10134,ליידן,"""ויאמר",הדא,14,1,005,003,ראש השנה,א,נט
1,1,10153,ליידן,"""יום",,01,1,001,004,ראש השנה,ב,נט
86,16,10172,ליידן,השנה,ובראש,03,1,004,004,ראש השנה,ג,נט
64,12,10209,ליידן,"אחת""",אלא,01,2,009,004,ראש השנה,ד,נט
1,1,10222,ליידן,"""ביצה",,01,1,001,001,יום טוב,א,ס
120,25,10245,ליידן,אסורין,אינן,23,1,001,001,יום טוב,ב,ס
219,43,10266,ליידן,מהו,מותר,03,2,002,001,יום טוב,ג,ס
67,15,10289,ליידן,דאת,הדא,08,4,005,001,יום טוב,ד,ס
122,24,10317,ליידן,תרנוגלין,כל,02,1,009,001,יום טוב,א,סא
76,15,10330,ליידן,שיהו,היה,04,1,001,002,יום טוב,ב,סא
46,11,10357,ליידן,ברגל,חג,04.2,1,004,002,יום טוב,ג,סא
1,1,10384,ליידן,ר',,03,1,008,002,יום טוב,ד,סא
38,9,10401,ליידן,מחוסר,שהוא,05,1,001,003,יום טוב,א,סב
81,17,10430,ליידן,ולזה,לזה,07,1,006,003,יום טוב,ב,סב
64,13,10445,ליידן,אמ',עובדא,05,1,001,004,יום טוב,ג,סב
45,10,10477,ליידן,לתנור,מכירה,03,1,005,004,יום טוב,ד,סב
24,6,10494,ליידן,כנהרות,אותו,11,1,001,005,יום טוב,א,סג
98,20,10519,ליידן,וחורנה,מקדישין,01,8,002,005,יום טוב,ב,סג
1,1,10548,ליידן,"""מאימתי",,01,1,001,001,תעניות,ג,סג
190,43,10557,ליידן,סברין,אדרעיא,10,1,001,001,תעניות,ד,סג
181,34,10581,ליידן,את,אלהים,07,3,001,001,תעניות,א,סד
51,12,10607,ליידן,יוחנן,ר',05,1,003,001,תעניות,ב,סד
109,20,10630,ליידן,דעתי,מסעה,11,1,004,001,תעניות,ג,סד
111,25,10656,ליידן,הוון,בחלום,02,5,006,001,תעניות,ד,סד
1,1,10670,ליידן,"""סדר",,01,1,001,002,תעניות,א,סה
53,11,10687,ליידן,צדיק,ויאמרו,09,3,001,002,תעניות,ב,סה
98,19,10712,ליידן,ואת,ריקן'',01,1,002,002,תעניות,ג,סה
13,4,10736,ליידן,יצחק,ולא,01,1,004,002,תעניות,ד,סה
150,31,10762,ליידן,כמה,בהספד,04,2,007,002,תעניות,א,סו
155,36,10787,ליידן,אמ',לא,03,1,010,002,תעניות,ב,סו
98,20,10792,ליידן,אייתוניה,שמיטתא,03,1,001,003,תעניות,ג,סו
10,3,10819,ליידן,עבד,ליעזר,09,1,004,003,תעניות,ד,סו
95,20,10848,ליידן,צאו,אלא,02,7,008,003,תעניות,א,סז
1,1,10873,ליידן,"""בשלשה",,01,1,001,004,תעניות,ב,סז
59,12,10881,ליידן,במוסף,בשחרית,09,1,001,004,תעניות,ג,סז
86,18,10906,ליידן,דסלקון,ועוד,34,1,001,004,תעניות,ד,סז
24,7,10930,ליידן,רבה,חונה,09,1,002,004,תעניות,א,סח
1,1,10953,ליידן,הל',,01,1,003,004,תעניות,ב,סח
236,51,10980,ליידן,י'י,"""ויאמר",02,1,006,004,תעניות,ג,סח
13,3,11007,ליידן,"בהיכל""",צלם,02,4,006,004,תעניות,ד,סח
84,18,11036,ליידן,יבש,זרועו,14,6,006,004,תעניות,א,סט
147,29,11061,ליידן,וכבשים,ואילים,39,6,006,004,תעניות,ב,סט
128,25,11086,ליידן,נכנסו,בשביעי,07,1,007,004,תעניות,ג,סט
1,1,11108,ליידן,"""מגילה",,01,1,001,001,מגילה,ד,סט
66,14,11112,ליידן,דאמ',יכיל,05,1,001,001,מגילה,א,ע
71,16,11137,ליידן,לבא,אבל,19,2,001,001,מגילה,ב,ע
127,25,11166,ליידן,לשנותן,רשאי,04,2,003,001,מגילה,ג,ע
140,24,11192,ליידן,סופרים,דברי,13,6,003,001,מגילה,ד,ע
203,38,11215,ליידן,אין,היא,13,1,004,001,מגילה,א,עא
129,27,11242,ליידן,מאכל,הניית,01,1,006,001,מגילה,ב,עא
42,10,11272,ליידן,שהוא,כתב,10,1,008,001,מגילה,ג,עא
127,28,11302,ליידן,מה,כולה,28,2,008,001,מגילה,ד,עא
128,25,11329,ליידן,מלכים,מלך,55,2,008,001,מגילה,א,עב
82,18,11359,ליידן,לאהרן,אשר,13,2,009,001,מגילה,ב,עב
53,13,11388,ליידן,חנינה,בן,21,1,010,001,מגילה,ג,עב
82,18,11413,ליידן,חלקו,בתוך,09,1,011,001,מגילה,ד,עב
1,1,11437,ליידן,"""הקורא",,01,1,001,002,מגילה,א,עג
118,27,11460,ליידן,לכרך,שהלך,01,1,003,002,מגילה,ב,עג
90,18,11498,ליידן,בין,טמיאה,05,5,004,002,מגילה,ג,עג
1,1,11520,ליידן,"""בני",,01,1,001,003,מגילה,ד,עג
52,10,11544,ליידן,אין,אומ',03,3,001,003,מגילה,א,עד
93,20,11574,ליידן,לבא,קורין,02,1,004,003,מגילה,ב,עד
142,30,11601,ליידן,מטי,דהוה,12,2,006,003,מגילה,ג,עד
145,27,11611,ליידן,כיני,עליה,01,1,001,004,מגילה,ד,עד
27,7,11640,ליידן,תורה,אם,06,2,001,004,מגילה,א,עה
100,20,11672,ליידן,אמ',שבעה,01,3,003,004,מגילה,ב,עה
57,12,11703,ליידן,מכיון,ליה,02,1,007,004,מגילה,ג,עה
67,12,11738,ליידן,עושין,אין,18,3,010,004,מגילה,ד,עה
1,1,11742,ליידן,"""הכל",,01,1,001,001,חגיגה,ד,עה
170,34,11750,ליידן,אחת,כתונת,05,2,001,001,חגיגה,א,עו
90,17,11780,ליידן,על,ממשכנין,14,11,001,001,חגיגה,ב,עו
160,31,11809,ליידן,חגיגה,שלמי,04,1,004,001,חגיגה,ג,עו
248,46,11841,ליידן,ראוי,ושאינו1,07,1,008,001,חגיגה,ד,עו
1,1,11861,ליידן,"""אין",,01,1,001,002,חגיגה,א,עז
134,27,11882,ליידן,בראשית,במעשה,12,3,001,002,חגיגה,ב,עז
82,16,11908,ליידן,באיש,ואשכחיה,38,3,001,002,חגיגה,ג,עז
122,24,11933,ליידן,וימיני,ארץ,63,3,001,002,חגיגה,ד,עז
175,32,11958,ליידן,מן,טלטלתניה,16,2,002,002,חגיגה,א,עח
26,7,11986,ליידן,ר',בשם,02,2,004,002,חגיגה,ב,עח
14,3,12013,ליידן,על,פליג',07,1,006,002,חגיגה,ג,עח
1,1,12025,ליידן,"""חומר",,01,1,001,003,חגיגה,ד,עח
168,35,12052,ליידן,הקודש,כמידת,03,2,001,003,חגיגה,א,עט
79,16,12077,ליידן,המים,גומותיהם,25,1,002,003,חגיגה,ב,עט
53,10,12099,ליידן,ר',לא,01,1,004,003,חגיגה,ג,עט
48,10,12120,ליידן,יש,אם,01,1,006,003,חגיגה,ד,עט
1,1,12142,ליידן,"""משקין",,01,1,001,001,משקין,א,פ
25,6,12150,ליידן,שלא,תמציות,04,2,001,001,משקין,ב,פ
203,43,12173,ליידן,קוראה,טומאה,02,6,002,001,משקין,ג,פ
195,38,12199,ליידן,שנינוחו,לומ',01,2,005,001,משקין,ד,פ
48,11,12229,ליידן,כתחילה,יגדרנו,01,1,009,001,משקין,א,פא
89,20,12243,ליידן,קיימין,אנן,01,1,002,002,משקין,ב,פא
1,1,12267,ליידן,"""אילו",,01,1,001,003,משקין,ג,פא
145,31,12278,ליידן,אמ',לברא,06,3,001,003,משקין,ד,פא
121,28,12301,ליידן,הכא,מן,02,4,001,003,משקין,א,פב
8,3,12329,ליידן,הוה,אמי,04,1,005,003,משקין,ב,פב
10,3,12351,ליידן,או',שמעון,26,1,005,003,משקין,ג,פב
1,1,12374,ליידן,ר',,49,1,005,003,משקין,ד,פב
47,10,12401,ליידן,ושאלון,אתון,76,1,005,003,משקין,א,פג
106,20,12423,ליידן,כהדא,להתאבל,01,1,007,003,משקין,ב,פג
25,6,12467,ליידן,ירמיה,ר',25,1,007,003,משקין,ג,פג
164,31,12503,ליידן,להכעיסיני,מתכוונין,42,1,007,003,משקין,ד,פג
1,1,12546,ליידן,"""חמש",,01,1,001,001,יבמות,א,ב
1,1,12551,ליידן,כיוצא,,06,1,001,001,יבמות,ב,ב
4,2,12565,ליידן,נפק,מה,20,1,001,001,יבמות,ג,ב
96,21,12587,ליידן,ביאה,היא,42,1,001,001,יבמות,ד,ב
167,36,12611,ליידן,ובנה,היא,15,6,001,001,יבמות,א,ג
103,21,12635,ליידן,לדידיה,דמיין,14,1,004,001,יבמות,ב,ג
1,1,12648,ליידן,"""כיצד",,01,1,001,002,יבמות,ג,ג
81,17,12667,ליידן,מותרות,שתיהן,11,1,002,002,יבמות,ד,ג
203,44,12691,ליידן,ל,בת,01,1,005,002,יבמות,א,ד
68,12,12716,ליידן,עם,בקפודקייא,02,2,009,002,יבמות,ב,ד
1,1,12722,ליידן,"""ארבעה",,01,1,001,003,יבמות,ג,ד
85,20,12743,ליידן,קיניין,אינו,22,1,001,003,יבמות,ד,ד
30,7,12769,ליידן,לאחר,מעכשיו,04,1,005,003,יבמות,א,ה
1,1,12792,ליידן,"""החולץ",,01,1,001,004,יבמות,ב,ה
131,24,12795,ליידן,הואיל,וזו,04,1,001,004,יבמות,ג,ה
167,29,12817,ליידן,הזרע,נסרח,05,2,002,004,יבמות,ד,ה
191,43,12839,ליידן,לו,בטלה,01,3,007,004,יבמות,א,ו
73,15,12862,ליידן,אמ',שנבעלו,05,2,010,004,יבמות,ב,ו
18,5,12886,ליידן,אשת,מה,04,1,013,004,יבמות,ג,ו
46,9,12899,ליידן,אמרין,אינון,05,1,001,005,יבמות,ד,ו
1,1,12926,ליידן,הל',,01,3,003,005,יבמות,א,ז
1,1,12942,ליידן,"""הבא",,01,1,001,006,יבמות,ב,ז
157,32,12961,ליידן,והכא,אירוסין,02,1,003,006,יבמות,ג,ז
45,9,12993,ליידן,לא,ושלישית,05,2,006,006,יבמות,ד,ז
138,26,13001,ליידן,ועבדיה,עבדים,01,1,001,007,יבמות,א,ח
55,11,13024,ליידן,מאכילן,זכרים,09,1,003,007,יבמות,ב,ח
153,30,13046,ליידן,שאין,ואת,04,4,005,007,יבמות,ג,ח
140,31,13056,ליידן,לומ',סופך,06,1,001,008,יבמות,ד,ח
24,6,13082,ליידן,והכותי,הכותי,32,1,001,008,יבמות,א,ט
119,26,13106,ליידן,ובלבד,חנין,04,1,002,008,יבמות,ב,ט
26,7,13133,ליידן,בר,אדא,18,3,002,008,יבמות,ג,ט
175,37,13157,ליידן,יום,משלשים,10,2,003,008,יבמות,ד,ט
1,1,13184,ליידן,"""יש",,01,1,001,009,יבמות,א,י
89,19,13196,ליידן,ועבדיה,אוכלת,04,3,003,009,יבמות,ב,י
1,1,13222,ליידן,"""האשה",,01,1,001,010,יבמות,ג,י
133,31,13232,ליידן,יוסי,דר',02,4,001,010,יבמות,ד,י
52,10,13259,ליידן,אומ',ושנים,06,1,003,010,יבמות,א,יא
194,41,13281,ליידן,על,פוסל,01,2,004,010,יבמות,ב,יא
99,19,13306,ליידן,ורבנן1,שמעו',04,1,009,010,יבמות,ג,יא
130,30,13316,ליידן,בלאו,בתה,05,1,001,011,יבמות,ד,יא
118,25,13345,ליידן,שהכירה,בזמן,04,1,002,011,יבמות,א,יב
143,30,13372,ליידן,לצורך,שלא,06,1,006,011,יבמות,ב,יב
46,9,13386,ליידן,שהיא,בשנים,05,1,001,012,יבמות,ג,יב
90,20,13413,ליידן,תמן,שלעץ,01,2,002,012,יבמות,ד,יב
65,15,13443,ליידן,"""ועלתה",והכת',03,1,006,012,יבמות,א,יג
1,1,13463,ליידן,"""בית",,01,1,001,013,יבמות,ב,יג
66,15,13472,ליידן,או,נתגרשו,04,2,001,013,יבמות,ג,יג
154,31,13499,ליידן,ר',תני,08,3,002,013,יבמות,ד,יג
87,17,13530,ליידן,תתארס,אלא,01,3,007,013,יבמות,א,יד
1,1,13555,ליידן,"""חרש",,01,1,001,014,יבמות,ב,יד
100,20,13568,ליידן,החליצה,מן,01,2,004,014,יבמות,ג,יד
45,9,13573,ליידן,''שאין,דתנינן,02,1,001,015,יבמות,ד,יד
44,9,13602,ליידן,ותלש,וקפץ,14,2,003,015,יבמות,א,טו
64,12,13631,ליידן,זה,מכחישין,13,1,005,015,יבמות,ב,טו
1,1,13649,דפוס ונציה,"""האשה",,01,1,001,016,יבמות,ג,טו
68,14,13669,דפוס ונציה,אומר,אומר,03,4,003,016,יבמות,ד,טו
81,16,13699,ליידן,''הלכו,אשתו'',09,1,006,016,יבמות,א,טז
225,45,13702,ליידן,גובה,בעדים,03,1,007,016,יבמות,ב,טז
1,1,13709,ליידן,"""המקנא",,01,1,001,001,סוטה,ב,טז
170,33,13724,ליידן,מדבר,דבר,16,1,001,001,סוטה,ג,טז
53,11,13750,ליידן,שלבועל,לאחיו,16,2,002,001,סוטה,ד,טז
68,13,13771,ליידן,ר',אמ',05,2,004,001,סוטה,א,יז
126,26,13798,ליידן,שכרמיהן,כשם,05,1,008,001,סוטה,ב,יז
144,30,13822,ליידן,אמ',וכמה,03,2,009,001,סוטה,ג,יז
1,1,13834,ליידן,"""היה",,01,1,001,002,סוטה,ד,יז
114,25,13852,ליידן,החטאת,על,05,1,002,002,סוטה,א,יח
15,4,13877,ליידן,כותב,"""אינו",01,1,005,002,סוטה,ב,יח
1,1,13896,ליידן,"""היה",,01,1,001,003,סוטה,ג,יח
55,10,13906,ליידן,ולצורך,קיימין,04,2,002,003,סוטה,ד,יח
154,34,13929,ליידן,ומה,"והטף""",08,2,004,003,סוטה,א,יט
38,8,13953,ליידן,שלכהנים,חוטא,05,1,006,003,סוטה,ב,יט
1,1,13975,ליידן,"""ארוסה",,01,1,001,004,סוטה,ג,יט
198,39,13989,ליידן,חנינא,ר',06,1,003,004,סוטה,ד,יט
1,1,14004,ליידן,"""כשם",,01,1,001,005,סוטה,א,כ
147,30,14027,ליידן,פוסל,יום,12,1,002,005,סוטה,ב,כ
128,28,14051,ליידן,במקום,ולא,05,1,003,005,סוטה,ג,כ
158,32,14074,ליידן,גרנות,כל,05,2,005,005,סוטה,ד,כ
182,38,14089,ליידן,סתם,"""עד""",01,1,002,006,סוטה,א,כא
1,1,14107,ליידן,"""אילו",,01,1,001,007,סוטה,ב,כא
99,23,14116,ליידן,הבאים,הדורות,02,4,001,007,סוטה,ג,כא
250,54,14138,ליידן,אלף,מאות,09,2,005,007,סוטה,ד,כא
1,1,14163,ליידן,תני,,13,3,005,007,סוטה,א,כב
1,1,14175,ליידן,"""משוח",,01,1,001,008,סוטה,ב,כב
41,9,14190,ליידן,עלי,ובימי,05.2,3,001,008,סוטה,ג,כב
87,16,14218,ליידן,ופלג,תרין,28,3,001,008,סוטה,ד,כב
25,6,14244,ליידן,הנושא,אומרת,02,3,002,008,סוטה,א,כג
1,1,14263,ליידן,"""עגלה",,01,1,001,009,סוטה,ב,כג
74,15,14267,ליידן,מפרפר,ראוהו,05,1,001,009,סוטה,ג,כג
10,3,14290,ליידן,כל,שוה,03,1,003,009,סוטה,ד,כג
5,2,14291,ליידן,הל',1,01,1,004,009,סוטה,ג,כג
5,2,14294,ליידן,הל',3,01,1,005,009,סוטה,ד,כג
126,27,14315,ליידן,העם,עז,04,1,006,009,סוטה,א,כד
33,6,14340,ליידן,את,לגנאי,04,4,010,009,סוטה,ב,כד
55,10,14368,ליידן,זו,חתנים,01,1,014,009,סוטה,ג,כד
1,1,14383,ליידן,"""בתולה",,01,1,001,001,כתובות,ד,כד
55,12,14399,ליידן,אמר,דאת,17,1,001,001,כתובות,א,כה
56,11,14421,ליידן,שמואל,בשם,01,1,002,001,כתובות,ב,כה
56,12,14444,ליידן,יכול,הדא,02,1,004,001,כתובות,ג,כה
1,1,14468,ליידן,ר',,03,1,008,001,כתובות,ד,כה
93,17,14489,ליידן,ר',לעיסה,12,1,010,001,כתובות,א,כו
149,29,14497,ליידן,והודה,הואיל,07,1,001,002,כתובות,ב,כו
140,29,14523,ליידן,ושטר,אמנה,06,1,003,002,כתובות,ג,כו
150,28,14546,ליידן,דחנניה,חטאת,04,2,005,002,כתובות,ד,כו
29,6,14571,ליידן,בגודלן,להעיד,01,2,010,002,כתובות,א,כז
79,17,14580,ליידן,על,הבא,02,3,001,003,כתובות,ב,כז
117,26,14605,ליידן,תשלומין,עליו,26,3,001,003,כתובות,ג,כז
226,44,14625,ליידן,באשפה,נבעלת,01,1,004,003,כתובות,ד,כז
1,1,14648,ליידן,ר',,08,1,008,003,כתובות,א,כח
1,1,14654,ליידן,"""נערה",,01,1,001,004,כתובות,ב,כח
78,14,14676,ליידן,"""לקחתי""",יבם,04,1,003,004,כתובות,ג,כח
57,13,14696,ליידן,כך,ואחר,23,1,003,004,כתובות,ד,כח
104,19,14720,ליידן,תהויין,לביתי,12.1,1,006,004,כתובות,א,כט
143,30,14750,ליידן,אלא,יטלון,04.1,1,010,004,כתובות,ב,כט
1,1,14765,ליידן,"""אע'פ",,01,1,001,005,כתובות,ג,כט
24,6,14778,ליידן,אלעזר,כר',14.1,1,001,005,כתובות,ד,כט
9,3,14799,ליידן,"""המקדיש",ה',01,1,004,005,כתובות,א,ל
148,27,14820,ליידן,אמ',"לחודש""",01,2,006,005,כתובות,ב,ל
14,4,14842,ליידן,בר,אלעזר,04,1,009,005,כתובות,ג,ל
123,26,14854,ליידן,שהיא,אשה,01,1,003,006,כתובות,ד,ל
150,29,14878,ליידן,והולכין,גובין,03,1,007,006,כתובות,א,לא
